Player,Rank,ID,.,Tm,Pos,#,Hgt,Wgt,WS,Age,Exp,Drafted,College,Hometown,Nationality,Secondary,Salary,Ct,Personality,NYAMBI,G,GS,MPG,PPG,RPG,APG,SPG,BPG,TPG,FG%,FT%,3P%,TS%,eFG%,OBPM,DBPM,BPM,OWS,DWS,WS.1,WS48,ORtg,DRtg,NetRtg,PER,EWA,VORP,ORB%,DRB%,REB%,AST%,STL%,BLK%,TOV%,USG%,$/WS,$/WS48,Cur,Pot,Off Archetype,Def Archetype,InsS,MidS,OutS,FrT,SlfC,ShtD,BalD,FlDr,Fnsh,Play,Pass,Grav,Spac,Hndl,Iso,PstE,PnrE,BBIQ,OnBD,OffD,Help,Stl,PstD,RimP,OffR,DefR,Ath,End,FstS,Quck,Spd,Str,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,MIN_adv,PER_adv,EWA_adv,OWS_adv,DWS_adv,WS_adv,WS48_adv,BPM_adv,OBPM_adv,DBPM_adv,VORP_adv,WARP,DRE,AWS,ORtg_adv,DRtg_adv,NetRtg_adv,RAPM,ORAPM,DRAPM,TS%_adv,3PAr,FTr,ORB%_adv,DRB%_adv,TRB%_adv,AST%_adv,STL%_adv,BLK%_adv,TOV%_adv,USG%_adv,PM,BoxC,OL,Spc,aTOV,Adj3P%,MIN_hsl,SA,SAPG,CSht,CSPG,DFL,DFPG,LBR,LBPG,CD,CDPG,MIN_shot,RimM,RimA,Rim%,ClsM,ClsA,Cls%,MidM,MidA,Mid%,LngM,LngA,Lng%,SL_3PM,SL_3PA,SL_3P%,SL_FT,SL_FTA,SL_FT%,2PM 0-2ft,2PA 0-2ft,Pct_2PM_0_2ft,2PM 2-4ft,2PA 2-4ft,Pct_2PM_2_4ft,2PM 4-6ft,2PA 4-6ft,Pct_2PM_4_6ft,2PM 6+ft,2PA 6+ft,Pct_2PM_6plus,3PM 0-2ft,3PA 0-2ft,Pct_3PM_0_2ft,3PM 2-4ft,3PA 2-4ft,Pct_3PM_2_4ft,3PM 4-6ft,3PA 4-6ft,Pct_3PM_4_6ft,3PM 6+ft,3PA 6+ft,Pct_3PM_6plus,MIN_onoff,On ORtg,Off ORtg,On Net,On DRtg,Off DRtg,Off Net,Floor Net,PO_Tm,PO_G,PO_GS,PO_MPG,PO_FG,PO_FGA,PO_FG%,PO_3P,PO_3PA,PO_3P%,PO_eFG%,PO_TS%,PO_FT,PO_FTA,PO_FT%,PO_ORB,PO_DRB,PO_TRB,PO_AST,PO_STL,PO_BLK,PO_TOV,PO_PF,PO_PPG,MIN_pt,Plays,Isolation_Poss,Isolation_PTS,Isolation_PPP,Isolation_eFG,PnR_BallHandler_Poss,PnR_BallHandler_PTS,PnR_BallHandler_PPP,PnR_BallHandler_eFG,PnR_Rollman_Poss,PnR_Rollman_PTS,PnR_Rollman_PPP,PnR_Rollman_eFG,PostUp_Poss,PostUp_PTS,PostUp_PPP,PostUp_eFG,SpotUp_Poss,SpotUp_PTS,SpotUp_PPP,SpotUp_eFG,Handoff_Poss,Handoff_PTS,Handoff_PPP,Handoff_eFG,Cut_Poss,Cut_PTS,Cut_PPP,Cut_eFG,OffScreen_Poss,OffScreen_PTS,OffScreen_PPP,OffScreen_eFG,Transition_Poss,Transition_PTS,Transition_PPP,Transition_eFG,Misc_Poss,Misc_PTS,Misc_PPP,Misc_eFG,WS_actual,ValueIndex,DollarPerWS,ScorePerUsage
derian arnick,453,142030,face,Barons,PF/C,25.0,83 -             6'11“;,249,0.9,26,4,"#56, Vultures, 2046",Virginia Tech,"Alexandria, Virginia",,,0,0,Professional,5.5,24.0,0.0,17.4,4.3,3.7,1.5,0.3,0.9,0.46,0.481,1.0,0.467,0.625,0.611,2.3,0.1,2.4,0.4,0.5,0.9,0.1,125.6,115.7,9.9,11.0,-0.9,0.5,4.5,17.4,11.0,10.6,0.9,4.2,11.7,9.7,0,0,3.0,3.0,Pick-and-Pop Big,Mobile Big,14,7,13,12,10,3,8,17,13,2,10,8,7,2,7,14,13,13,7,17,10,8,18,12,14,14,5,11,12,13,19,16,1.6,3.4,0.9,1.9,0.2,0.2,0.8,3.0,3.7,1.5,0.33,0.88,0.5,1.2,416.5,11.0,-0.9,0.4,0.5,0.9,0.105,2.4,2.3,0.1,0.5,1.2,0.7,3.2,125.6,115.7,9.9,2.9,1.8,1.0,0.625,0.556,0.062,4.5,17.4,11.0,10.6,0.9,4.2,11.7,9.7,1.4,1.2,14.7,0.8,8.6,0.461,416.5,46.0,1.9,87.0,3.6,0.0,0.0,9.0,0.4,3.0,0.1,416.5,13.0,18.0,0.722,4.0,7.0,0.571,1.0,11.0,0.091,0.0,0.0,,21.0,45.0,0.467,5.0,5.0,1.0,9.0,15.0,0.6,10.0,22.0,0.455,9.0,21.0,0.429,11.0,23.0,0.478,0.0,0.0,0.0,3.0,10.0,0.3,8.0,15.0,0.533,10.0,20.0,0.5,417,115.9,114.1,1.8,111.2,114.9,-3.6,5.5,Barons,2.0,0.0,12.9,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.042,1.0,1.0,1.0,1.0,2.0,3.0,0.5,0.0,0.0,0.0,0.5,3.0,416.5,94.0,4.0,3.0,0.75,0.5,8.0,4.0,0.5,0.4,1.0,0.0,0.0,,8.0,7.0,0.88,0.438,38.0,39.0,1.03,0.557,15.0,27.0,1.8,0.964,0.0,0.0,0.0,,6.0,4.0,0.67,0.2,10.0,18.0,1.8,0.85,4.0,2.0,0.5,0.0,0.9,,0.0,0.443298969072165
bryson howard,454,426754,face,Blizzards,SG/SF,0.0,79 -             6'7“;,211,,22,0,"#33, Blizzards, 2050",Georgetown,"Emporia, Kansas",,,0,0,Friendly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,3.0,Secondary Creator,Wing Stopper,13,14,16,16,14,13,13,16,18,11,9,18,8,14,7,6,13,11,15,16,12,7,4,8,8,9,13,12,9,8,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacory kane,455,415567,face,Fireballs,PG,1.0,78 -             6'6“;,204,1.3,24,3,"#48, Renegades, 2046",Princeton,"Toledo, Ohio",,,0,0,Demanding,9.4,21.0,4.0,22.7,8.4,2.6,4.3,1.4,0.0,0.9,0.5,0.826,0.393,0.606,0.581,3.2,-1.4,1.8,0.8,0.5,1.3,0.1,127.0,117.2,9.8,15.0,-0.1,0.5,2.9,8.9,5.8,25.4,2.9,0.2,11.5,14.5,0,0,3.0,3.0,Primary Ballhandler,Point Of Attack,17,15,14,17,19,20,5,17,18,11,20,15,14,15,19,5,12,9,14,15,7,14,5,3,7,12,18,16,16,12,10,8,3.2,6.5,1.0,2.7,0.9,1.1,0.7,2.0,2.6,4.3,1.38,0.05,0.9,0.9,475.7,15.0,-0.1,0.8,0.5,1.3,0.129,1.8,3.2,-1.4,0.5,1.2,2.9,5.7,127.0,117.2,9.8,-0.6,0.8,-1.4,0.606,0.412,0.169,2.9,8.9,5.8,25.4,2.9,0.2,11.5,14.5,-3.9,5.5,27.3,0.2,7.0,0.39,475.7,2.0,0.1,58.0,2.8,0.0,0.0,5.0,0.2,2.0,0.1,475.7,34.0,45.0,0.756,9.0,19.0,0.474,0.0,7.0,0.0,3.0,9.0,0.333,22.0,56.0,0.393,23.0,19.0,0.826,11.0,25.0,0.44,27.0,57.0,0.474,6.0,19.0,0.316,24.0,35.0,0.686,0.0,0.0,0.0,4.0,20.0,0.2,4.0,15.0,0.267,14.0,21.0,0.667,476,114.0,112.0,2.1,121.3,114.6,6.7,-4.7,,,,,,,,,,,,,,,,,,,,,,,,,475.7,162.0,50.0,41.0,0.82,0.436,0.0,0.0,0.0,,9.0,4.0,0.44,0.222,40.0,79.0,1.98,1.0,35.0,32.0,0.91,0.484,15.0,8.0,0.53,0.375,4.0,2.0,0.5,0.25,1.0,0.0,0.0,0.0,8.0,10.0,1.25,0.571,0.0,0.0,0.0,,1.3,,0.0,0.5793103448275863
lasan crisp,456,125239,face,Free Agent,PF/C,22.0,81 -             6'9“;,257,5.4,27,4,"#33, Hurricanes, 2042",Georgetown,"Trenton, New Jersey",United States,,0,0,Egotistical,8.5,82.0,81.0,32.0,12.4,8.8,1.8,0.6,1.7,1.35,0.531,0.75,0.12,0.581,0.533,-2.6,1.7,-1.0,2.4,3.1,5.4,0.1,117.4,115.4,2.1,13.9,-2.1,0.7,7.7,20.2,13.8,7.7,1.0,4.7,11.3,15.7,0,0,4.0,4.0,Post Scorer,Anchor Big,17,10,14,13,5,5,13,14,19,2,13,7,4,3,4,17,7,14,2,5,19,11,19,17,17,13,13,9,10,6,5,19,4.8,9.0,0.0,0.3,2.7,3.7,2.5,6.3,8.8,1.8,0.65,1.74,1.4,2.4,2623.6,13.9,-2.1,2.4,3.1,5.4,0.099,-1.0,-2.6,1.7,0.7,1.8,1.4,6.4,117.4,115.4,2.1,0.7,-1.3,2.0,0.581,0.034,0.404,7.7,20.2,13.8,7.7,1.0,4.7,11.3,15.7,-0.3,1.3,20.9,-0.2,9.7,0.027,2623.6,178.0,2.2,557.0,6.8,0.0,0.0,31.0,0.4,10.0,0.1,2623.6,310.0,494.0,0.628,63.0,162.0,0.389,16.0,54.0,0.296,2.0,7.0,0.286,3.0,25.0,0.12,300.0,225.0,0.75,141.0,315.0,0.448,141.0,245.0,0.576,70.0,112.0,0.625,42.0,70.0,0.6,0.0,3.0,0.0,2.0,7.0,0.286,0.0,7.0,0.0,1.0,8.0,0.125,,,,,,,,,Fireballs,1.0,1.0,29.0,8.0,12.0,0.667,1.0,2.0,0.5,0.042,0.708,0.0,0.0,0.0,4.0,3.0,7.0,1.0,2.0,0.0,0.0,3.0,17.0,2623.6,970.0,3.0,2.0,0.67,1.0,199.0,221.0,1.11,0.574,40.0,36.0,0.9,0.438,124.0,154.0,1.24,0.644,143.0,126.0,0.88,0.424,1.0,2.0,2.0,,0.0,0.0,0.0,,252.0,241.0,0.96,0.478,167.0,166.0,0.99,0.55,41.0,51.0,1.24,0.667,5.4,,0.0,0.7898089171974523
jordan duggins,457,117770,face,Free Agent,C,52.0,82 -             6'10“;,236,0.2,29,5,"#36, Crusaders, 2043",Arizona,"Richland, Washington",United States,,0,0,Introverted,2.9,19.0,0.0,3.5,1.5,1.1,0.3,0.1,0.2,0.11,0.5,1.0,0.333,0.638,0.528,-0.1,0.5,0.3,0.1,0.1,0.2,0.2,129.4,111.9,17.5,15.9,0.0,0.0,3.1,28.8,16.2,9.5,0.7,4.7,8.3,15.3,0,0,3.5,3.5,Roll-and-Cut Big,Anchor Big,16,19,13,13,5,2,13,14,16,2,7,4,6,2,11,19,5,16,1,6,19,9,16,17,20,16,7,6,14,10,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.0,0.09803921568627451
antoine hanks,458,408550,face,Free Agent,PF,30.0,82 -             6'10“;,228,0.3,23,4,"#22, Colonels, 2046",Oklahoma State,"Missouri City, Texas",,,0,0,Relaxed,9.3,44.0,0.0,4.1,1.3,0.7,0.3,0.1,0.3,0.07,0.49,0.667,0.417,0.557,0.541,-2.1,0.5,-1.6,0.1,0.1,0.3,0.1,117.1,119.6,-2.5,11.8,-0.3,0.0,3.4,13.5,8.4,9.1,1.1,6.2,5.4,13.5,0,0,3.5,3.5,Roll-and-Cut Big,Helper,16,4,14,10,9,17,10,15,9,8,16,11,8,7,15,9,9,14,5,8,11,13,15,15,15,16,5,8,14,11,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,0.0,0.0962962962962963
gardner hassett,459,135457,face,Free Agent,C/PF,32.0,83 -             6'11“;,239,0.1,26,3,Undrafted (2046),Colorado,"Hoover, Alabama",,,0,0,Charismatic,6.8,4.0,0.0,2.5,1.3,0.8,0.3,0.0,0.5,0.0,0.667,0.5,0.0,0.644,0.667,4.6,6.9,11.4,0.0,0.0,0.1,0.3,144.7,105.4,39.2,22.4,0.0,0.0,10.2,20.0,15.1,13.7,0.0,16.9,0.0,16.2,0,0,3.5,3.5,Roll-and-Cut Big,Mobile Big,15,12,12,10,12,3,17,9,15,2,5,4,14,4,9,11,8,17,1,8,6,2,15,16,15,16,11,10,9,7,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,0.0,0.08024691358024692
gerrit torbert,460,170669,face,Giants,PG,2.0,74 -             6'2“;,193,0.8,25,2,"#62, Giants, 2048",Virginia Tech,"Virginia Beach, Virginia",,,1750000,1,Friendly,9.7,25.0,0.0,14.0,2.8,1.3,3.2,0.8,0.0,0.44,0.37,0.857,0.278,0.46,0.438,3.6,-3.5,0.1,0.4,0.4,0.8,0.1,123.0,116.7,6.3,11.5,-0.7,0.2,5.5,3.9,4.7,27.5,2.7,0.3,12.6,10.6,"2,305,779","16,870,615",3.5,3.5,Primary Ballhandler,Point Of Attack,17,11,18,10,14,10,9,14,14,17,17,16,15,16,14,5,13,18,15,18,12,17,1,2,8,4,16,12,8,16,16,7,1.1,2.9,0.4,1.4,0.2,0.3,0.8,0.5,1.3,3.2,0.76,0.04,0.4,0.4,351.2,11.5,-0.7,0.4,0.4,0.8,0.104,0.1,3.6,-3.5,0.2,0.5,0.7,2.7,123.0,116.7,6.3,0.0,0.2,-0.2,0.46,0.493,0.096,5.5,3.9,4.7,27.5,2.7,0.3,12.6,10.6,-2.6,3.4,23.0,-0.7,6.7,0.274,351.2,1.0,0.0,35.0,1.4,0.0,0.0,5.0,0.2,1.0,0.0,351.2,3.0,10.0,0.3,5.0,8.0,0.625,3.0,8.0,0.375,6.0,11.0,0.545,10.0,36.0,0.278,7.0,6.0,0.857,3.0,9.0,0.333,11.0,26.0,0.423,5.0,18.0,0.278,8.0,20.0,0.4,0.0,0.0,0.0,4.0,9.0,0.444,2.0,14.0,0.143,4.0,13.0,0.308,351,110.6,117.2,-6.6,119.5,112.5,7.0,-13.6,Giants,4.0,0.0,13.8,2.3,3.8,0.6,0.8,1.8,0.429,0.7,0.693,0.3,0.5,0.5,0.8,1.0,1.8,3.0,1.0,0.25,0.8,1.5,5.5,351.2,86.0,26.0,22.0,0.85,0.458,0.0,0.0,0.0,,4.0,4.0,1.0,0.667,13.0,12.0,0.92,0.545,24.0,14.0,0.58,0.3,8.0,5.0,0.63,0.25,7.0,13.0,1.86,0.917,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8,0.5714285714285714,2187500.0,0.2641509433962264
khadim martinoni,461,471712,face,Mustangs,PF,,80 -             6'8“;,247,,22,0,"#19, Mustangs, 2050",Memphis,"Rudiano, Italy",,,0,0,Friendly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.5,5.0,Stretch Big,Helper,16,13,14,14,5,4,12,9,19,14,16,10,9,4,12,14,14,10,2,4,12,3,14,17,12,12,5,17,15,10,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ahsante clinkscales,462,436083,face,Pilots,PG,0.0,75 -             6'3“;,180,1.7,21,1,"#23, Pilots, 2049",La Salle,"Salina, Kansas",,,2950000,2+1t,Confident,7.1,66.0,4.0,14.6,4.7,1.5,3.2,0.7,0.1,0.65,0.449,0.911,0.288,0.535,0.489,0.8,-2.6,-1.8,0.9,0.8,1.7,0.1,117.8,118.5,-0.7,12.3,-1.5,0.1,2.6,7.3,5.1,25.2,2.2,0.4,12.8,14.4,"1,731,891","34,800,190",2.5,4.5,Primary Ballhandler,Point Of Attack,11,9,14,16,14,12,9,9,16,16,14,18,8,16,11,2,10,15,15,15,11,14,2,2,4,10,15,17,10,17,15,1,1.8,4.0,0.3,1.1,0.8,0.8,0.4,1.2,1.5,3.2,0.71,0.06,0.7,0.7,964.5,12.3,-1.5,0.9,0.8,1.7,0.085,-1.8,0.8,-2.6,0.1,0.1,1.0,2.9,117.8,118.5,-0.7,-3.7,-3.8,0.1,0.535,0.273,0.21,2.6,7.3,5.1,25.2,2.2,0.4,12.8,14.4,-1.1,4.2,26.3,-0.4,7.8,0.27,964.5,3.0,0.0,93.0,1.4,0.0,0.0,14.0,0.2,1.0,0.0,964.5,66.0,114.0,0.579,14.0,38.0,0.368,12.0,19.0,0.632,7.0,23.0,0.304,21.0,73.0,0.288,56.0,51.0,0.911,24.0,49.0,0.49,48.0,94.0,0.511,18.0,45.0,0.4,30.0,79.0,0.38,0.0,1.0,0.0,6.0,16.0,0.375,3.0,16.0,0.188,12.0,40.0,0.3,964,111.0,118.3,-7.3,114.3,113.9,0.4,-7.7,Pilots,4.0,0.0,3.3,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.025,0.3,0.3,1.0,0.0,0.3,0.3,0.8,0.0,0.0,0.0,0.5,1.3,964.5,327.0,125.0,98.0,0.78,0.428,0.0,0.0,0.0,,19.0,20.0,1.05,0.633,78.0,97.0,1.24,0.64,69.0,46.0,0.67,0.336,8.0,6.0,0.75,0.5,17.0,21.0,1.24,0.633,4.0,6.0,1.5,1.0,7.0,9.0,1.29,0.429,0.0,0.0,0.0,,1.7,0.6101694915254237,1735294.1176470588,0.3263888888888889
rayvon nassar,463,415449,face,Pilots,PF,47.0,80 -             6'8“;,231,1.2,23,1,"#54, Pilots, 2049",Arizona,"Las Vegas, Nevada",,,1750000,1+1t,Introverted,5.8,62.0,1.0,9.6,2.7,2.4,0.5,0.2,0.4,0.26,0.571,0.667,0.0,0.599,0.571,0.0,-0.6,-0.7,0.5,0.7,1.2,0.1,121.5,116.0,5.5,10.9,-1.3,0.2,5.4,18.7,12.5,6.6,0.8,3.7,10.2,10.9,"1,484,349","18,350,268",3.5,3.5,Versatile Big,Mobile Big,15,7,8,11,16,3,7,13,17,11,8,16,3,2,16,9,9,15,7,10,16,3,15,15,17,17,11,12,7,12,9,18,1.1,1.9,0.0,0.0,0.5,0.8,0.5,1.9,2.4,0.5,0.18,0.4,0.3,0.6,593.4,10.9,-1.3,0.5,0.7,1.2,0.095,-0.7,0.0,-0.6,0.2,0.5,0.3,1.7,121.5,116.0,5.5,-4.7,-2.0,-2.7,0.599,0.0,0.403,5.4,18.7,12.5,6.6,0.8,3.7,10.2,10.9,-2.3,0.7,14.5,0.0,8.5,0.0,593.4,53.0,0.9,129.0,2.1,0.0,0.0,7.0,0.1,1.0,0.0,593.4,56.0,85.0,0.659,6.0,16.0,0.375,6.0,17.0,0.353,0.0,1.0,0.0,0.0,0.0,0.0,48.0,32.0,0.667,22.0,43.0,0.512,23.0,41.0,0.561,13.0,20.0,0.65,10.0,15.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593,110.3,117.6,-7.3,120.7,112.8,7.9,-15.2,,,,,,,,,,,,,,,,,,,,,,,,,593.4,153.0,1.0,0.0,0.0,,50.0,47.0,0.94,0.485,6.0,7.0,1.17,0.6,30.0,45.0,1.5,0.75,17.0,14.0,0.82,0.4,5.0,4.0,0.8,0.4,0.0,0.0,0.0,,10.0,7.0,0.7,0.333,26.0,38.0,1.46,0.714,8.0,6.0,0.75,0.5,1.2,0.7999999999999999,1458333.3333333335,0.24770642201834864
fabio tinto,464,471734,face,Pilots,SG,15.0,76 -             6'4“;,193,0.0,22,1,"#34, Pilots, 2049",Eastern Washington,"Castiglione delle Stiviere, Italy",,,1850000,2+1t,Friendly,12.6,23.0,0.0,7.7,2.4,0.7,1.6,0.4,0.0,0.39,0.344,0.889,0.133,0.412,0.375,-1.3,-2.8,-4.0,-0.2,0.1,0.0,0.0,98.5,118.8,-20.2,9.4,-0.5,-0.1,4.2,5.3,4.8,23.9,2.3,0.5,11.7,18.2,"-66,078,040","-242,699,134",3.5,3.5,Secondary Creator,Point Of Attack,18,14,15,16,16,11,15,9,15,14,16,15,14,14,9,3,10,14,11,12,12,14,6,6,8,13,13,9,11,14,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,102.9,117.1,-14.2,113.2,114.0,-0.9,-13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.05405405405405406,,0.13186813186813187
lyles heimuli,465,442013,face,Predators,SG,24.0,81 -             6'9“;,206,3.9,21,1,"#20, Predators, 2049",Houston,"Austin, Texas",,,3250000,2+1t,Professional,14.4,81.0,3.0,22.6,8.3,2.0,2.7,1.3,0.2,0.99,0.429,0.808,0.35,0.544,0.516,2.7,-1.1,1.6,1.3,2.5,3.9,0.1,115.5,113.4,2.1,11.6,-3.5,1.7,3.0,5.9,4.4,14.5,2.9,0.6,11.4,15.8,"842,530","32,124,950",3.0,4.5,Secondary Creator,Wing Stopper,14,12,16,14,15,13,7,16,16,13,15,15,16,10,15,1,3,12,15,15,10,15,4,3,6,5,18,19,14,16,12,8,3.0,7.1,1.2,3.5,1.0,1.2,0.7,1.3,2.0,2.7,1.35,0.16,1.0,1.2,1830.2,11.6,-3.5,1.3,2.5,3.9,0.101,1.6,2.7,-1.1,1.7,4.6,1.2,3.9,115.5,113.4,2.1,2.6,1.1,1.6,0.544,0.497,0.172,3.0,5.9,4.4,14.5,2.9,0.6,11.4,15.8,4.3,3.3,25.1,-0.2,8.4,0.349,1830.2,30.0,0.4,267.0,3.3,0.0,0.0,26.0,0.3,3.0,0.0,1830.2,84.0,122.0,0.689,23.0,65.0,0.354,15.0,40.0,0.375,25.0,63.0,0.397,100.0,286.0,0.35,99.0,80.0,0.808,30.0,75.0,0.4,74.0,153.0,0.484,45.0,135.0,0.333,98.0,213.0,0.46,0.0,7.0,0.0,15.0,52.0,0.288,24.0,88.0,0.273,61.0,139.0,0.439,1830,119.4,122.3,-2.9,109.6,111.9,-2.3,-0.6,Predators,22.0,0.0,12.6,1.3,4.0,0.322,0.3,1.9,0.171,0.362,0.387,0.3,0.4,0.875,0.5,0.8,1.4,1.5,0.73,0.09,0.6,0.4,3.2,1830.2,693.0,165.0,98.0,0.59,0.305,6.0,6.0,1.0,0.5,40.0,44.0,1.1,0.553,177.0,216.0,1.22,0.701,178.0,166.0,0.93,0.47,57.0,68.0,1.19,0.627,26.0,17.0,0.65,0.325,8.0,9.0,1.13,0.643,36.0,44.0,1.22,0.66,0.0,0.0,0.0,,3.9,1.723076923076923,833333.3333333334,0.5253164556962026
nick hatcher,466,67470,face,Saints,PG,22.0,74 -             6'2“;,222,3.7,30,9,"#22, Bullets, 2041",Washington,"Anacortes, Washington",United States,,10000000,1,Emotional,-1.5,82.0,3.0,19.8,7.0,1.9,5.4,0.8,0.0,0.57,0.442,0.83,0.414,0.59,0.573,1.0,-3.9,-3.0,3.9,-0.3,3.7,0.1,133.8,127.4,6.4,15.6,0.1,-0.4,3.1,6.8,4.9,37.2,1.9,0.2,8.8,14.2,"2,732,689","92,638,162",3.5,3.5,Primary Ballhandler,Point Of Attack,19,13,19,14,19,9,9,13,20,18,18,17,17,16,18,8,8,18,19,19,10,11,2,2,5,5,17,11,12,15,15,5,2.5,5.6,1.5,3.6,0.5,0.6,0.6,1.3,1.9,5.4,0.78,0.05,0.6,1.0,1627.2,15.6,0.1,3.9,-0.3,3.7,0.108,-3.0,1.0,-3.9,-0.4,-1.1,2.6,5.2,133.8,127.4,6.4,-1.8,1.7,-3.5,0.59,0.632,0.115,3.1,6.8,4.9,37.2,1.9,0.2,8.8,14.2,-6.8,7.8,31.1,0.7,4.5,0.414,1627.2,3.0,0.0,230.0,2.8,0.0,0.0,17.0,0.2,3.0,0.0,1627.2,35.0,55.0,0.636,22.0,47.0,0.468,14.0,35.0,0.4,12.0,33.0,0.364,121.0,292.0,0.414,53.0,44.0,0.83,17.0,56.0,0.304,52.0,128.0,0.406,47.0,100.0,0.47,88.0,178.0,0.494,1.0,10.0,0.1,21.0,70.0,0.3,31.0,74.0,0.419,68.0,138.0,0.493,1627,110.2,111.2,-1.0,126.5,121.8,4.7,-5.7,,,,,,,,,,,,,,,,,,,,,,,,,1627.2,529.0,133.0,112.0,0.84,0.438,8.0,9.0,1.13,0.563,35.0,35.0,1.0,0.5,93.0,149.0,1.6,0.853,146.0,149.0,1.02,0.566,67.0,69.0,1.03,0.557,20.0,23.0,1.15,0.528,4.0,0.0,0.0,0.0,22.0,23.0,1.05,0.474,1.0,2.0,2.0,,3.7,0.33,2702702.7027027025,0.49295774647887325
